,NTAName,total_foreign_born,Europe::Northern Europe,Europe::Western Europe,Europe::Southern Europe,Europe::Eastern Europe,Asia::Eastern Asia,Asia::South Central Asia,Asia::South Eastern Asia,Asia::Western Asia,Africa::Eastern Africa,Africa::Middle Africa,Africa::Northern Africa,Africa::Southern Africa,Africa::Western Africa,Oceania,Americas::Latin America,Americas::Latin America::Central America,Americas::Latin America::South America,Americas::Northern America,total_tract_pop,foreign_born_pct,total_foreign_born_pct,Europe::Northern Europe_pct,Europe::Western Europe_pct,Europe::Southern Europe_pct,Europe::Eastern Europe_pct,Asia::Eastern Asia_pct,Asia::South Central Asia_pct,Asia::South Eastern Asia_pct,Asia::Western Asia_pct,Africa::Eastern Africa_pct,Africa::Middle Africa_pct,Africa::Northern Africa_pct,Africa::Southern Africa_pct,Africa::Western Africa_pct,Oceania_pct,Americas::Latin America_pct,Americas::Latin America::Central America_pct,Americas::Latin America::South America_pct,Americas::Northern America_pct,foreign_born_pct_pct
0,Allerton,12389,41,54,194,1517,113,473,588,193,116,13,141,0,938,0,7991,1717,842,0,33558,36.91817152392872,36.91817152392872,0.1221765301865427,0.16091543000178796,0.5781035818582753,4.52053161690208,0.3367304368555933,1.4094999702008462,1.7521902377972465,0.5751236664878717,0.34567018296680374,0.03873889981524525,0.42016806722689076,0.0,2.7951606174384644,0.0,23.812503724894214,5.116514690982776,2.5090887418797303,0.0,0.11001302677134729
1,Alley Pond Park,29,0,0,2,0,0,0,0,20,0,0,0,0,0,0,7,4,2,0,97,29.896907216494846,29.896907216494846,0.0,0.0,2.0618556701030926,0.0,0.0,0.0,0.0,20.618556701030926,0.0,0.0,0.0,0.0,0.0,0.0,7.216494845360824,4.123711340206185,2.0618556701030926,0.0,30.82155383143799
2,Annadale-Huguenot-Prince's Bay-Woodrow,7424,26,108,1322,2426,763,895,106,502,0,0,461,0,63,0,645,137,343,94,42360,17.525967894239848,17.525967894239848,0.06137865911237016,0.254957507082153,3.120868744098206,5.7271010387157695,1.8012275731822476,2.1128423040604343,0.2502360717658168,1.1850802644003777,0.0,0.0,1.0882908404154863,0.0,0.14872521246458925,0.0,1.5226628895184136,0.32341831916902736,0.8097261567516525,0.2219074598677998,0.041373861884418904
3,Arden Heights-Rossville,6576,79,0,624,1735,1747,441,136,468,0,0,586,0,0,0,760,158,307,0,31491,20.88215680670668,20.88215680670668,0.25086532660125116,0.0,1.9815185291035535,5.509510653837604,5.547616779397288,1.4004001143183766,0.43186942300974884,1.4861388968276652,0.0,0.0,1.8608491314978886,0.0,0.0,0.0,2.413387952113302,0.5017306532025023,0.9748817122352418,0.0,0.06631150743611405
4,Astoria (Central),17574,431,330,1617,3240,1769,2116,1136,223,35,0,146,55,0,68,6177,1815,3483,128,47901,36.688169349282894,36.688169349282894,0.8997724473393041,0.6889208993549195,3.3757124068391056,6.763950648211938,3.6930335483601597,4.4174443122273015,2.3715580050520866,0.4655435168368092,0.07306736811340056,0.0,0.30479530698732804,0.11482014989248658,0.0,0.1419594580488925,12.895346652470721,3.7890649464520574,7.271246946827832,0.2672178033861506,0.07659165643573808
5,Astoria (East)-Woodside (North),15383,255,172,1595,2285,1396,1729,1158,313,7,0,452,0,16,9,5913,1672,3490,69,37591,40.9220292091192,40.9220292091192,0.6783538612965869,0.45755632997259976,4.243036897129633,6.078582639461573,3.713654864196217,4.599505200712937,3.080524593652736,0.8326461121013009,0.018621478545396506,0.0,1.2024154717884599,0.0,0.04256337953233486,0.023941900986938363,15.729828948418504,4.447873161128993,9.284137160490543,0.18355457423319413,0.10886124127881462
6,Astoria (North)-Ditmars-Steinway,15576,429,197,3321,1760,759,1503,852,521,0,0,1805,76,12,25,4221,927,2749,64,48941,31.82607629594818,31.82607629594818,0.8765656606934881,0.4025254898755644,6.785721583130708,3.5961668131014894,1.5508469381500174,3.071044727324738,1.7408716617968574,1.064547107741975,0.0,0.0,3.68811426002738,0.15528902147483706,0.024519319180237427,0.051081914958827974,8.624670521648516,1.8941174066733413,5.616967368872724,0.13076970229459964,0.06502947691291183
7,Astoria Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
8,Auburndale,15638,148,77,1281,579,8915,763,926,265,7,0,118,16,16,11,2473,467,1610,43,34698,45.068880050723386,45.068880050723386,0.4265375525966914,0.22191480776990027,3.691855438353796,1.6686840740100295,25.693123522969625,2.198974004265376,2.6687417142198395,0.7637327799873191,0.020174073433627298,0.0,0.3400772378811459,0.04611216784829097,0.04611216784829097,0.031702115395700045,7.127211943051473,1.3458988990719927,4.6400368897342785,0.12392645109228198,0.12988898510209057
9,Baisley Park,18829,120,43,0,21,207,907,35,72,16,0,28,0,615,0,16618,851,6776,0,43103,43.68373431083683,43.68373431083683,0.27840289539011204,0.09976103751479015,0.0,0.04872050669326961,0.4802449945479433,2.104261884323597,0.08120084448878268,0.16704173723406723,0.03712038605201494,0.0,0.06496067559102614,0.0,1.4268148388743245,0.0,38.55416096327402,1.9743405331415447,15.720483493028329,0.0,0.10134731761324463
10,Barren Island-Floyd Bennett Field,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,13,30.76923076923077,30.76923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.76923076923077,30.76923076923077,0.0,0.0,236.68639053254438
11,Bath Beach,15758,35,66,684,2971,5789,2252,336,761,0,1,605,47,63,7,1978,908,623,109,30826,51.11918510348408,51.11918510348408,0.11354051774476093,0.21410497631869202,2.218906118211899,9.637967949133849,18.779601634983457,7.305521313177188,1.0899889703497048,2.468695257250373,0.0,0.0032440147927074547,1.9626289495880103,0.15246869525725038,0.20437293194056966,0.022708103548952183,6.416661259975346,2.945565431778369,2.021021215856744,0.35359761240511256,0.1658313926668529
12,Bay Ridge,28560,576,316,1245,4995,4934,1627,1173,4264,46,68,2585,30,106,91,6298,2314,2100,92,84021,33.99150212446888,33.99150212446888,0.6855428999892884,0.37609645207745684,1.4817724140393473,5.94494233584461,5.8723414384499115,1.9364206567405766,1.3960795515406863,5.074921745754038,0.0547482177074779,0.0809321479154021,3.0766117994310944,0.03570535937444211,0.12615893645636211,0.10830625676914105,7.495745111341212,2.754073386415301,2.499375156210947,0.1094964354149558,0.04045595996770912
13,Bay Terrace-Clearview,7519,43,96,901,367,4087,364,162,29,24,0,110,0,0,0,1305,303,672,31,23405,32.1256141850032,32.1256141850032,0.1837214270455031,0.41016876735740226,3.849604785302286,1.5680410168767356,17.46208075197607,1.555223242896817,0.6921597949156163,0.1239051484725486,0.10254219183935057,0.0,0.4699850459303568,0.0,0.0,0.0,5.575731681264687,1.294595171971801,2.871181371501816,0.13245033112582782,0.137259620529815
14,Bayside,14868,160,106,1095,353,9738,580,650,258,10,0,57,0,73,29,1711,337,1070,40,35364,42.042755344418055,42.042755344418055,0.45243750706933605,0.29973984843343515,3.0963691890057685,0.9981902499717227,27.536477774007466,1.6400859631263431,1.8380273724691778,0.7295554801493044,0.028277344191833503,0.0,0.16118086189345096,0.0,0.20642461260038458,0.08200429815631716,4.8382535912227125,0.952946499264789,3.0256758285261847,0.11310937676733401,0.11888574636471569
15,Bedford Park,22915,27,11,107,829,343,919,537,104,335,0,38,0,1447,20,18066,2904,1631,38,52222,43.87997395733599,43.87997395733599,0.05170234766956455,0.021063919420933705,0.20489448891271878,1.5874535636321856,0.6568113055800238,1.7597947225307342,1.0283022480946729,0.1991497836161005,0.6414920914557083,0.0,0.07276626709049826,0.0,2.7708628547355523,0.038298035310788556,34.594615296235304,5.560874727126499,3.123204779594807,0.07276626709049826,0.0840258396027268
16,Bedford-Stuyvesant (East),19349,632,465,230,954,977,770,143,305,109,58,129,112,806,133,12830,2145,2659,478,92525,20.912185895703864,20.912185895703864,0.6830586328019455,0.5025668738178871,0.2485814644690624,1.0310726830586328,1.055930829505539,0.8322075114833828,0.15455282356119968,0.3296406376654958,0.11780599837881653,0.06268576060524184,0.13942177789786545,0.12104836530667387,0.8711159146176709,0.14374493380167525,13.866522561469875,2.3182923534179953,2.873817887057552,0.5166171305052689,0.02260165997914495
17,Bedford-Stuyvesant (West),16032,645,616,199,400,1576,832,294,493,89,0,106,36,636,242,9505,1384,2477,363,87758,18.268419973107868,18.268419973107868,0.7349757287084938,0.7019303083479569,0.22675995350851208,0.45579890152464736,1.7958476720071104,0.9480617151712665,0.33501219262061577,0.5617721461291278,0.10141525558923403,0.0,0.12078670890403154,0.04102190113721826,0.7247202534241892,0.2757583354224116,10.830921397479432,1.5770641992752799,2.8225346976913785,0.41363750313361747,0.020816814390833733
18,Bellerose,13251,68,10,101,177,1664,5937,1417,80,0,0,18,18,103,24,3568,644,1907,60,27333,48.47985951048184,48.47985951048184,0.24878352175026525,0.03658581202209783,0.3695167014231881,0.6475688727911316,6.087879120477079,21.72099659751948,5.184209563531263,0.29268649617678266,0.0,0.0,0.0658544616397761,0.0658544616397761,0.37683386382760764,0.08780594885303479,13.053817729484507,2.3561262942231003,6.976914352614057,0.21951487213258697,0.17736750269082002
19,Belmont,11805,5,32,31,203,138,215,93,178,34,0,0,27,1188,7,9546,2758,1311,52,36644,32.215369501146164,32.215369501146164,0.013644798602772623,0.08732671105774478,0.08459775133719026,0.5539788232725684,0.37659644143652443,0.5867263399192229,0.25379325401157077,0.4857548302587054,0.09278463049885384,0.0,0.0,0.07368191245497216,3.2420041480187756,0.01910271804388167,26.05064949241349,7.526470909289379,3.577666193646982,0.14190590546883528,0.08791444575140858
20,Bensonhurst,54477,54,234,3187,10256,21592,4801,1453,2212,29,0,1800,0,65,0,8650,5978,1772,106,96111,56.68133720385804,56.68133720385804,0.0561850360520648,0.24346848955894748,3.315957590702417,10.670994995369936,22.465690711781168,4.995265890480798,1.5117936552527806,2.301505550873469,0.030173445287219988,0.0,1.8728345350688267,0.0,0.06763013598859652,0.0,9.000010404636306,6.219891583689692,1.8437015534122005,0.110289144842942,0.05897486989403715
21,Borough Park,15506,373,788,214,3414,1977,2086,109,1637,11,0,205,0,32,14,4222,2156,1519,424,88660,17.489284908639746,17.489284908639746,0.4207083239341304,0.8887886307241146,0.24137153169411235,3.8506654635686894,2.229866907286262,2.3528084818407398,0.12294157455447778,1.8463794270245883,0.012406947890818858,0.0,0.2312203925107151,0.0,0.03609293931874577,0.015790660951951273,4.76201218136702,2.431761786600496,1.7132867132867133,0.47823144597338146,0.019726240591743452
22,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,3073,312,108,310,651,272,134,69,307,0,0,99,0,7,8,739,210,343,57,25331,12.131380521890174,12.131380521890174,1.2316923927203822,0.4263550590185938,1.2237969286644823,2.569973550195413,1.0737831116023844,0.5289960917452924,0.27239350992854605,1.2119537325806324,0.0,0.0,0.3908254707670443,0.0,0.0276341241956496,0.03158185622359955,2.9173739686550078,0.829023725869488,1.3540720855868305,0.22502072559314676,0.04789143942951393
23,Brighton Beach,21065,26,5,29,12110,548,4188,164,2145,0,0,30,0,0,0,1807,1278,373,13,29628,71.09828540569731,71.09828540569731,0.08775482651545835,0.016875928176049684,0.09788038342108817,40.87349804239233,1.8496017280950454,14.135277440259214,0.5535304441744296,7.239773187525314,0.0,0.0,0.1012555690562981,0.0,0.0,0.0,6.098960442824356,4.313487241798299,1.2589442419333063,0.043877413257729175,0.23996991158936584
24,Bronx Park,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,3.8461538461538463,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,14.792899408284024
25,Brooklyn Heights,3789,525,293,76,614,796,148,149,107,11,0,0,86,14,156,508,136,214,251,24936,15.194898941289702,15.194898941289702,2.1053897978825793,1.1750080205325633,0.3047802374077639,2.4623034969521975,3.1921719602181584,0.5935194096888033,0.5975296759704845,0.42909849213987805,0.04411292909849214,0.0,0.0,0.3448829002245749,0.056143727943535456,0.6256015399422521,2.0372152710940004,0.5453962143086302,0.8581969842797561,1.006576836701957,0.060935590877806
26,Brooklyn Navy Yard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
27,Brownsville,16211,0,0,27,36,294,630,76,177,15,83,382,0,457,1,13980,1687,2329,25,57650,28.119687771032094,28.119687771032094,0.0,0.0,0.04683434518647008,0.06244579358196011,0.5099739809193409,1.092801387684302,0.13183000867302688,0.3070251517779705,0.026019080659150044,0.14397224631396358,0.6626192541196878,0.0,0.792714657415438,0.0017346053772766695,24.249783174327842,2.9262792714657415,4.0398959236773635,0.04336513443191674,0.04877656161497328
28,Bushwick (East),19518,123,114,115,410,1158,597,236,244,218,0,133,11,296,7,15534,3223,3706,236,59808,32.63443017656501,32.63443017656501,0.2056581059390048,0.1906099518459069,0.19228196896736224,0.6855270197966827,1.936195826645265,0.9981942215088283,0.3945960406634564,0.407972177635099,0.3644997324772606,0.0,0.22237827715355804,0.01839218833600856,0.49491706795077584,0.011704119850187267,25.973113964687002,5.388911182450508,6.19649545211343,0.3945960406634564,0.05456532600415498
29,Bushwick (West),15552,452,301,642,880,1733,386,311,85,18,39,116,27,113,8,10305,3060,4021,115,52167,29.811950083386048,29.811950083386048,0.86644813771158,0.5769931182548355,1.2306630628558284,1.6868901796154658,3.322023501447275,0.7399313742404202,0.5961623248413748,0.16293825598558476,0.03450457185577089,0.0747599056875036,0.22236279640385684,0.05175685778365634,0.216612034427895,0.015335365269231509,19.753867387428834,5.865777215481051,7.707937968447485,0.22044587574520288,0.05714714298960271
30,Calvary & Mount Zion Cemeteries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
31,Calvert Vaux Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
32,Cambria Heights,8091,56,0,15,22,87,83,98,0,14,6,37,0,323,0,7263,253,1108,87,19976,40.50360432519023,40.50360432519023,0.2803364036844213,0.0,0.07509010812975571,0.11013215859030838,0.43552262715258305,0.41549859831798164,0.4905887064477372,0.0,0.07008410092110533,0.030036043251902282,0.1852222667200641,0.0,1.6169403283940726,0.0,36.35863035642771,1.2665198237885462,5.5466559871846215,0.43552262715258305,0.20276133522822504
33,Canarsie,37061,285,75,190,236,835,227,329,328,130,0,55,0,1379,18,32874,1044,3637,100,82938,44.685186524874005,44.685186524874005,0.3436301815814223,0.09042899515300586,0.2290867877209482,0.28454990474812514,1.0067761460367985,0.2736984253297644,0.3966818587378524,0.39547613880247895,0.15674359159854348,0.0,0.06631459644553764,0.0,1.6626877908799342,0.021702958836721405,39.63683715546553,1.2587716125298416,4.3852034049530975,0.12057199353734113,0.053877820208919916
34,Canarsie Park & Pier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
35,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,11683,1030,837,520,801,1254,484,228,539,196,12,118,167,25,169,4723,1108,1304,435,62409,18.720056402121486,18.720056402121486,1.6504029867487062,1.3411527183579293,0.83321315835857,1.2834687304715666,2.0093255780416284,0.7755291704722075,0.3653319232802961,0.8636574852985947,0.3140572673813072,0.01922799596212085,0.18907529362752168,0.26758961047284846,0.040058324921085096,0.27079427646653526,7.567818744091396,1.7753849605024918,2.0894422278837985,0.6970148536268808,0.029995764075888873
36,Castle Hill-Unionport,12186,0,0,104,8,151,3445,89,105,0,0,11,0,555,0,7709,1355,1795,0,36636,33.2623648869964,33.2623648869964,0.0,0.0,0.2838737853477454,0.021836445026749647,0.4121628998798995,9.403319139644067,0.24293045092258983,0.2866033409760891,0.0,0.0,0.03002511191178076,0.0,1.5149033737307567,0.0,21.04214433890163,3.698547876405721,4.899552352876952,0.0,0.09079147528932308
37,Central Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
38,Chelsea-Hudson Yards,15773,1480,991,238,751,3352,1281,1026,733,195,0,329,0,180,363,4044,495,1904,810,61878,25.490481269595012,25.490481269595012,2.391803225702188,1.6015385112641005,0.3846278160250816,1.2136785287177996,5.417111089563334,2.0702026568408805,1.658101425385436,1.184589030026827,0.3151362358188694,0.0,0.531691392740554,0.0,0.2908949869097256,0.5866382236012799,6.5354407059051685,0.7999612140017454,3.077022528200653,1.309027441093765,0.041194740084674705
39,Chinatown-Two Bridges,18679,176,112,104,226,14879,283,1119,122,33,35,0,0,95,29,1391,183,466,75,38769,48.18024710464546,48.18024710464546,0.4539709561763265,0.2888906084758441,0.26825556501328385,0.5829399778173283,38.37860145992932,0.7299646624880703,2.886326704325621,0.31468441280404447,0.08511955428306121,0.09027831514870129,0.0,0.0,0.24504114111790348,0.07480203255178106,3.5879181820526713,0.4720266192060667,1.2019912816941372,0.19345353246150274,0.12427518663015671
40,Claremont Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
41,Claremont Village-Claremont (East),4886,30,0,0,12,0,0,0,89,25,0,0,0,1172,0,3372,319,85,0,22891,21.344633261980693,21.344633261980693,0.1310558734873968,0.0,0.0,0.05242234939495872,0.0,0.0,0.0,0.3887990913459438,0.10921322790616399,0.0,0.0,0.0,5.1199161242409685,0.0,14.730680179983398,1.3935607880826526,0.37132497488095756,0.0,0.09324465188056744
42,Clinton Hill,5826,440,391,133,384,914,337,102,111,55,85,40,55,155,215,2213,594,458,189,28275,20.604774535809018,20.604774535809018,1.5561450044208665,1.382847038019452,0.47038019451812557,1.3580901856763927,3.2325375773651635,1.1918656056587091,0.36074270557029176,0.3925729442970822,0.1945181255526083,0.3006189213085765,0.14146772767462423,0.1945181255526083,0.5481874447391689,0.7603890362511052,7.826702033598585,2.1007957559681696,1.6198054818744474,0.6684350132625995,0.07287276582072155
43,Co-op City,9544,48,220,0,502,35,158,228,10,27,0,0,0,1278,8,6718,261,444,0,36615,26.065820019117847,26.065820019117847,0.13109381401065137,0.6008466475488188,0.0,1.3710228048613957,0.09558923938276663,0.4315171377850608,0.622695616550594,0.027311211252219036,0.0737402703809914,0.0,0.0,0.0,3.490372798033593,0.02184896900177523,18.34767171924075,0.7128226136829169,1.2126177795985251,0.0,0.07118891170044475
44,College Point,16259,38,21,923,363,6464,1132,489,260,0,0,63,0,0,0,6295,1196,3365,168,30880,52.652202072538856,52.652202072538856,0.12305699481865286,0.06800518134715026,2.9889896373056994,1.175518134715026,20.932642487046632,3.6658031088082903,1.5835492227979273,0.8419689119170984,0.0,0.0,0.20401554404145078,0.0,0.0,0.0,20.385362694300518,3.873056994818653,10.8970207253886,0.5440414507772021,0.1705058357271336
45,Concourse-Concourse Village,24477,50,53,10,526,188,441,108,280,31,131,133,32,4532,0,17447,3087,2404,243,66808,36.637827805053284,36.637827805053284,0.07484133636690217,0.0793318165489163,0.014968267273380433,0.7873308585798109,0.28140342473955215,0.6601005867560772,0.1616572865525087,0.4191114836546521,0.04640162854747934,0.19608430128128365,0.19907795473595977,0.047898455274817384,6.783618728296012,0.0,26.115135911866844,4.62070410729254,3.598371452520656,0.3637288947431445,0.05484047989021268
46,Coney Island-Sea Gate,25903,68,58,103,14950,2005,2050,178,1713,22,24,298,0,1016,0,3268,1579,719,109,52480,49.3578506097561,49.3578506097561,0.12957317073170732,0.11051829268292682,0.19626524390243902,28.487042682926827,3.820503048780488,3.90625,0.3391768292682927,3.264100609756097,0.041920731707317076,0.04573170731707318,0.5678353658536586,0.0,1.9359756097560976,0.0,6.227134146341464,3.008765243902439,1.3700457317073171,0.20769817073170732,0.09405078241188282
47,Corona,40255,2,125,344,267,4119,2772,963,198,55,0,90,0,1482,0,29811,8963,13282,27,67362,59.75921142483893,59.75921142483893,0.002969032985956474,0.18556456162227963,0.5106736735845135,0.39636590362518925,6.114723434577358,4.1150797185356724,1.4295893827380421,0.29393426560969094,0.08164840711380304,0.0,0.13360648436804134,0.0,2.200053442593747,0.0,44.25492117217422,13.305721326563939,19.717348059736945,0.0400819453104124,0.08871353496754689
48,Crotona Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
49,Crotona Park East,9653,0,0,45,21,54,335,18,0,0,0,0,0,1715,0,7337,1348,544,30,29055,33.22319738427121,33.22319738427121,0.0,0.0,0.15487867836861124,0.07227671657201859,0.1858544140423335,1.152985716744106,0.061951471347444505,0.0,0.0,0.0,0.0,0.0,5.902598520048184,0.0,25.252108070900015,4.639476854241955,1.8723111340561003,0.10325245224574084,0.11434588671234283
50,Crown Heights (North),24054,714,699,99,586,951,747,120,756,173,76,251,70,857,109,17433,1529,2567,343,86121,27.930469920228518,27.930469920228518,0.8290660814435503,0.8116487267913749,0.11495454070435782,0.6804379884116534,1.1042602849479222,0.8673842616783364,0.13933883721740342,0.8778346744696415,0.2008801569884233,0.08824793023768883,0.2914504011797355,0.08128098837681866,0.9951115291276227,0.12656611047247476,20.242449576758283,1.775409017545082,2.9806899594756215,0.3982768430464114,0.03243166001350253
51,Crown Heights (South),17976,343,283,230,674,118,132,98,660,34,0,24,0,681,69,14329,1180,1343,271,52273,34.38869014596445,34.38869014596445,0.6561704895452719,0.5413884797122798,0.43999770435980334,1.2893845771239456,0.22573795267155128,0.2525204216325828,0.18747728272722056,1.262602108162914,0.06504313890536223,0.0,0.04591280393319687,0.0,1.3027758116044612,0.131999311307941,27.411856981615745,2.257379526715513,2.569203986761808,0.5184320777456813,0.06578671617463021
52,Cunningham Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
53,Cypress Hills,18594,18,147,139,39,435,254,56,242,14,0,0,0,184,0,17022,1866,5893,0,41071,45.272820238124226,45.272820238124226,0.04382654427698376,0.35791677826203405,0.33843831413893016,0.09495751260013148,1.0591414866937743,0.6184412359085486,0.13634924886172725,0.5892235397238927,0.03408731221543181,0.0,0.0,0.0,0.44800467483138956,0.0,41.445302037934304,4.5433517567139825,14.348323634681407,0.0,0.11023062559500432
54,Douglaston-Little Neck,9404,94,102,516,451,5453,686,490,107,0,0,89,0,35,0,1363,421,625,18,25574,36.77172127942441,36.77172127942441,0.3675608039415031,0.39884257448971605,2.0176742003597403,1.7635098146555097,21.322436849925705,2.682411824509267,1.916008446078048,0.41839368108234926,0.0,0.0,0.34800969734886994,0.0,0.13685774614843202,0.0,5.329631657151794,1.6462031750997106,2.443888324079143,0.07038398373347932,0.1437855684657246
55,Downtown Brooklyn-DUMBO-Boerum Hill,10120,802,502,219,860,2982,645,446,367,79,0,93,84,0,228,2417,356,989,378,40031,25.280407684044864,25.280407684044864,2.0034473283205516,1.2540281282006445,0.5470760160875322,2.1483350403437336,7.449226849191875,1.6112512802578003,1.1141365441782618,0.9167894881466863,0.19734705603157554,0.0,0.2323199520371712,0.209837376033574,0.0,0.5695585920911294,6.037820688966051,0.8893107841422897,2.4705852963952935,0.9442681921510829,0.06315207635094018
56,Dyker Beach Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
57,Dyker Heights,18808,111,21,1557,1123,10093,679,902,645,1,15,1185,0,90,0,2242,1073,1007,62,40173,46.81751425086501,46.81751425086501,0.27630498095735945,0.052273915316257184,3.8757374355910685,2.79540985238842,25.123839394618276,1.6901899285589823,2.24528912453638,1.6055559704278992,0.0024892340626789136,0.03733851094018371,2.9497423642745124,0.0,0.22403106564110226,0.0,5.580862768526124,2.6709481492544747,2.506658701117666,0.15433251188609265,0.11653975120320866
58,East Elmhurst,14865,38,12,63,38,819,1426,419,19,5,0,197,0,205,0,11609,2301,5379,8,27782,53.50586710819955,53.50586710819955,0.13677920956014686,0.04319343459794111,0.22676553163919083,0.13677920956014686,2.947951911309481,5.132819811388669,1.5081707580447772,0.06838960478007343,0.017997264415808796,0.0,0.7090922179828666,0.0,0.7378878410481607,0.0,41.78604852062486,8.282341084155208,19.361457058527105,0.02879562306529408,0.19259184762867881
59,East Flatbush-Erasmus,20217,182,51,66,358,295,206,158,313,7,30,24,0,578,11,17892,822,2091,46,45910,44.03615769984753,44.03615769984753,0.39642779350903945,0.11108690917011545,0.14375952951426704,0.7797865388804182,0.6425615334349816,0.4487039860596819,0.34415160095839686,0.6817686778479634,0.015247222827270748,0.0653452406883032,0.05227619255064256,0.0,1.2589849705946417,0.023959921585711173,38.97190154650403,1.7904595948595077,4.554563275974733,0.10019603572206492,0.09591844412948711
60,East Flatbush-Farragut,17710,104,23,14,18,111,248,18,58,20,11,0,0,520,0,16538,639,3392,15,34395,51.490042157290304,51.490042157290304,0.302369530455008,0.06687018461985754,0.04070359063817415,0.05233318796336677,0.32272132577409507,0.7210350341619421,0.05233318796336677,0.16862916121529292,0.05814798662596307,0.031981392644279696,0.0,0.0,1.51184765227504,0.0,48.082570141008866,1.8578281726995203,9.861898531763337,0.04361098996947231,0.14970211413661957
